nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;sizePron;hwd;pronSampa;ipa
3;mĭſnōʹmer;L.;;;n.;43.0;141;misnomer;9;misnomer;m i s n @U m 3:r;misnoʊmɜ:r
2;mĭſplāʹce;;;;v.;44.0;141;misplace;9;misplace;m i s p l eI s;mispl?s
2;mĭſprĭʹnt;;;;v.;45.0;141;misprint;9;misprint;m I s p r\ I n t;mɪspɹɪnt
4;mĭſprĭʹſion;;;;n.;46.0;141;misprision;11;misprision;m i s p r\ I Z @ n;mispɹɪʒən
2;mĭſquōʹte;;;;v.;47.0;141;misquote;9;misquote;m i s k w @U t;miskwoʊt
4;mĭſrĕprĕsĕʹnt;;;;v.;49.0;141;misrepresent;13;misrepresent;m i s r\ E p r\ @ z E n t;misɹɛpɹəzɛnt
2;mĭſrūʹle;;;;n.;50.0;141;misrule;8;misrule;m i s r\ u l;misɹul
1;mĭſs;;;;n.;51.0;141;miss;4;miss;m I s;mɪs
2;mĭʹſſal;L.;;;n.;52.0;141;missal;7;missal;m I s @ l;mɪsəl
3;miſshăʹp_e_n;;;;a.;55.0;141;misshapen;12;misshapen;m i s S eI p @ n;misʃ?pən
3;mĭſſion;L.;nbSyll>1 et pas d'accent tonic;;n.;56.0;141;mission;7;mission;m I S @ n;mɪʃən
5;mĭſſionāry;;nbSyll>1 et pas d'accent tonic;;n.;57.0;141;missionary;10;missionary;m I S @ n E r\ i:;mɪʃənɛɹiː
2;mĭʹſsĭve;L.;;;a.;58.0;141;missive;8;missive;m I s i v;mɪsiv
1;mĭſt;;;;n.;60.0;141;mist;4;mist;m I s t;mɪst
2;mĭſtāʹke;;;;v.;61.0;141;mistake;8;mistake;m i s t eI k;mist?k
2;mʹĭstreſs;;;;n.;63.0;141;mistress;9;mistress;m I s t r\ @ s;mɪstɹəs
2;mĭſtrŭʹſt;;;;n.;64.0;141;mistrust;9;mistrust;m i s t r\ V s t;mistɹʌst
3;mĭſtrŭʹſtful;;;;a.;65.0;141;mistrustful;12;mistrustful;m i s t r\ V s t f @ l;mistɹʌstfəl
2;mĭʹſty.;;;;a.;66.0;141;misty;7;misty;m I s t i:;mɪstiː
4;mĭsŭndĕrſtăʹnd;;;;v.;67.0;141;misunderstand;14;misunderstand;m I s @ n d 3:r s t { n d;mɪsəndɜ:rstænd
2;mĭsūʹſe;;;;v.;68.0;141;misuse;7;misuse;m i s j u z;misjuz
1;mīte;F.;;;n.;70.0;141;mite;4;mite;m aI t;m?t
3;mĭʹthrĭdāte;;;;n.;71.0;141;mithridate;11;mithridate;m I T r\ i d eI t;mɪθɹid?t
3;mĭtigāte;L.;nbSyll>1 et pas d'accent tonic;;v.;72.0;141;mitigate;8;mitigate;m I 4 @ g eI t;mɪɾəg?t
2;mīʹtre;G.;;;n.;73.0;141;mitre;6;mitre;m I t r\ i:;mɪtɹiː
2;mĭʹttens;;;;n.;2.0;142;mittens;8;mittens;m I t @ n z;mɪtənz
1;mĭx;;;;v.;4.0;142;mix;3;mix;m I k s;mɪks
2;mĭxtūre;L.;nbSyll>1 et pas d'accent tonic;;n.;6.0;142;mixture;7;mixture;m I k s tS 3:r;mɪks?ɜ:r
1;moan;;;;n.;8.0;142;moan;4;moan;m @U n;moʊn
1;moat;;;;n.;9.0;142;moat;4;moat;m @U t;moʊt
1;mŏb;F.;;;n.;10.0;142;mob;3;mob;m A b;mɑb
4;mobĭʹlĭty;F.;;;n.;12.0;142;mobility;9;mobility;m @U b I l @ 4 i:;moʊbɪləɾiː
1;mŏck;;;;v.;13.0;142;mock;4;mock;m A k;mɑk
3;mŏʹckĕry;;;;n.;15.0;142;mockery;8;mockery;m A k 3:r i:;mɑkɜ:riː
2;mŏʹdel;L.;;;n.;16.0;142;model;6;model;m A 4 @ l;mɑɾəl
3;mŏʹdĕrāte;L.;;;a.;17.0;142;moderate;9;moderate;m A 4 3:r @ t;mɑɾɜ:rət
5;mŏdĕrāʹtion;;;;n.;18.0;142;moderation;11;moderation;m A 4 3:r eI S @ n;mɑɾɜ:r?ʃən
4;mŏdĕrāʹtor;L.;;;n.;19.0;142;moderator;10;moderator;m A 4 3:r eI 4 3:r;mɑɾɜ:r?ɾɜ:r
2;mŏʹdĕrn;L.;;;a.;20.0;142;modern;7;modern;m A 4 3:r n;mɑɾɜ:rn
2;mŏʹdĕrns;L.;;;n.;22.0;142;moderns;8;moderns;m A 4 3:r n z;mɑɾɜ:rnz
2;mŏʹdeſt;L.;;;a.;23.0;142;modest;7;modest;m A 4 @ s t;mɑɾəst
3;mŏʹdĕſty;L.;;;n.;24.0;142;modesty;8;modesty;m A 4 @ s t i:;mɑɾəstiː
3;mŏʹdĭcum;L.;;;n.;25.0;142;modicum;8;modicum;m A 4 i k @ m;mɑɾikəm
6;mŏdĭfĭcāʹtion;L.;;;n.;26.0;142;modification;13;modification;m A 4 @ f @ k eI S @ n;mɑɾəfək?ʃən
3;mŏʹdĭfy;L.;;;v.;27.0;142;modify;7;modify;m A 4 @ f aI;mɑɾəf?
5;mŏdŭlāʹtion;L.;;;n.;30.0;142;modulation;11;modulation;m A dZ @ l eI S @ n;mɑ?əl?ʃən
2;mŏʹdūle;F.;;;n.;31.0;142;module;7;module;m A dZ u l;mɑ?ul
2;mogŭʹl;;;;n.;32.0;142;mogul;6;mogul;m @U g @ l;moʊgəl
2;moʹhair;;;;n.;33.0;142;mohair;7;mohair;m @U h E r\;moʊhɛɹ
1;moiſt;;;;a.;37.0;142;moist;5;moist;m OI s t;m?st
2;moiʹſt_e_n;;;;v.;38.0;142;moisten;10;moisten;m OI s @ n;m?sən
2;moiʹſtūre;;;;n.;39.0;142;moisture;9;moisture;m OI s tS 3:r;m?s?ɜ:r
2;mōʹlar;;;;a.;40.0;142;molar;6;molar;m @U l 3:r;moʊlɜ:r
1;mold;;;;n.;41.0;142;mold;4;mold;m @U l d;moʊld
1;mōle;;;;n.;42.0;142;mole;4;mole;m @U l;moʊl
5;mŏlĕſtāʹtion;L.;;;n.;43.0;142;molestation;12;molestation;m @U l E s t eI S @ n;moʊlɛst?ʃən
3;mŏʹllĭfy;L.;;;v.;45.0;142;mollify;8;mollify;m A l @ f aI;mɑləf?
2;mŏʹloc_h_;;;;n.;46.0;142;moloch;9;moloch;m @ l @ k;mələk
1;mŏlt;;;;v.;48.0;142;molt;4;molt;m @U l t;moʊlt
2;mŏʹlt_e_n;;;;a.;49.0;142;molten;9;molten;m @U l t @ n;moʊltən
2;mōʹment;L.;;;n.;50.0;142;moment;7;moment;m @U m @ n t;moʊmənt
4;mōʹmĕntăry;L.;;;n.;51.0;142;momentary;10;momentary;m @U m @ n t E r\ i:;moʊməntɛɹiː
3;mōmĕʹnt_o_us;L.;;;a.;52.0;142;momentous;12;momentous;m @U m E n t @ s;moʊmɛntəs
2;mŏʹnărc_h_;G.;;;n.;56.0;142;monarch;10;monarch;m A n A r\ k;mɑnɑɹk
4;mŏnăʹrc_h_ĭcal;G.;;;a.;57.0;142;monarchical;14;monarchical;m A n A r\ k i k @ l;mɑnɑɹkikəl
3;mŏʹnărc_h_y;G.;;;n.;58.0;142;monarchy;11;monarchy;m A n A r\ k i:;mɑnɑɹkiː
4;mŏʹnăſtery;;;;n.;59.0;142;monastery;10;monastery;m A n @ s t E r\ i:;mɑnəstɛɹiː
2;mŏʹnday;;;;n.;61.0;142;monday;7;monday;m V n d i:;mʌndiː
2;mŏʹney;;;;n.;62.0;142;money;6;money;m V n i:;mʌniː
3;mŏʹneyed;;;;a.;63.0;142;moneyed;8;moneyed;m V n i: d;mʌniːd
3;mŏʹneyleſs;;;;a.;65.0;142;moneyless;10;moneyless;m V n i: l i s;mʌniːlis
2;mŏʹnger;;;;n.;66.0;142;monger;7;monger;m V N g 3:r;mʌŋgɜ:r
3;moʹnĭtor;L.;;;n.;69.0;142;monitor;8;monitor;m A n @ 4 3:r;mɑnəɾɜ:r
1;mŏnk;;;;n.;71.0;142;monk;4;monk;m V N k;mʌŋk
2;mŏʹnkey;;;;n.;72.0;142;monkey;7;monkey;m V N k i:;mʌŋkiː
4;mŏnŏʹpŏlīze;G.;;;v.;6.0;143;monopolize;11;monopolize;m @ n A p @ l aI z;mənɑpəl?z
4;mŏnŏʹpŏly;G.;;;n.;7.0;143;monopoly;9;monopoly;m @ n A p @ l i:;mənɑpəliː
4;mŏnŏthēʹiſm;G.;;;n.;10.0;143;monotheism;11;monotheism;m A n @ T i: i z @ m;mɑnəθiːizəm
2;mŏnſooʹns;;;;n.;11.0;143;monsoons;9;monsoons;m A n s u n z;mɑnsunz
2;mŏʹnſt_e_r;L.;;;n.;12.0;143;monster;10;monster;m A n s t 3:r;mɑnstɜ:r
2;mŏnſtr_o_us;L.;nbSyll>1 et pas d'accent tonic;;a.;13.0;143;monstrous;11;monstrous;m A n s t r\ @ s;mɑnstɹəs
1;mŏnt;F.;;;n.;14.0;143;mont;4;mont;m A n t;mɑnt
1;mŏnth;;;;n.;17.0;143;month;5;month;m V n T;mʌnθ
2;mŏntrŏʹſs;;;;n.;18.0;143;montross;9;montross;m @U n t r\ @U s;moʊntɹoʊs
3;mŏʹnūment;;;;n.;19.0;143;monument;9;monument;m A n j u m @ n t;mɑnjumənt
1;mood;;;;n.;20.0;143;mood;4;mood;m u d;mud
2;mooʹdy;;;;a.;21.0;143;moody;6;moody;m u 4 i:;muɾiː
1;moon;;;;n.;22.0;143;moon;4;moon;m u n;mun
1;moor;;;;n.;23.0;143;moor;4;moor;m U r\;mʊɹ
1;mooſe;;;;n.;24.0;143;moose;5;moose;m u s;mus
1;moot;;;;n.;25.0;143;moot;4;moot;m u t;mut
1;mŏp;;;;n.;26.0;143;mop;3;mop;m A p;mɑp
1;mōpe;;;;n.;27.0;143;mope;4;mope;m @U p;moʊp
2;mŏʹral;;;;n.;28.0;143;moral;6;moral;m O: r\ @ l;mOːɹəl
4;mŏrăʹlĭty;;;;n.;29.0;143;morality;9;morality;m 3:r { l @ 4 i:;mɜ:ræləɾiː
3;mŏʹrălīze;;;;v.;30.0;143;moralize;9;moralize;m O: r\ @ l aI z;mOːɹəl?z
2;mŏʹrals;;;;n.;31.0;143;morals;7;morals;m O: r\ @ l z;mOːɹəlz
2;mŏʹrbid;L.;;;a.;33.0;143;morbid;7;morbid;m O: r\ b @ d;mOːɹbəd
2;mŏʹrel;;;;n.;37.0;143;morel;6;morel;m 3:r E l;mɜ:rɛl
2;mŏʹrning;;;;n.;39.0;143;morning;8;morning;m O: r\ n i N;mOːɹniŋ
2;mŏrōʹſe;L.;;;a.;40.0;143;morose;7;morose;m 3:r @U s;mɜ:roʊs
2;mŏʹrphew;F.;;;n.;41.0;143;morphew;8;morphew;m O: r\ f j u;mOːɹfju
2;mŏʹrris;;;;n.;43.0;143;morris;7;morris;m O: r\ @ s;mOːɹəs
1;mŏrſe;;;;n.;44.0;143;morse;5;morse;m O: r\ s;mOːɹs
2;mŏʹrſel;L.;;;n.;45.0;143;morsel;7;morsel;m O: r\ s @ l;mOːɹsəl
1;mŏrt;L.;;;n.;46.0;143;mort;4;mort;m O: r\ t;mOːɹt
2;mŏʹrtal;;;;n.;47.0;143;mortal;7;mortal;m O: r\ 4 @ l;mOːɹɾəl
4;mŏrtăʹlĭty;;;;n.;48.0;143;mortality;10;mortality;m O: r\ t { l @ 4 i:;mOːɹtæləɾiː
2;mŏʹrt_a_r;F.;;;n.;49.0;143;mortar;9;mortar;m O: r\ 4 3:r;mOːɹɾɜ:r
2;mŏʹrtgage;F.;;;n.;50.0;143;mortgage;9;mortgage;m O: r\ g @ dZ;mOːɹgə?
6;mŏrtĭfĭcāʹtion;;;;n.;54.0;143;mortification;14;mortification;m O: r\ 4 @ f @ k eI S @ n;mOːɹɾəfək?ʃən
4;mŏʹrtūăry;F.;;;n.;57.0;143;mortuary;9;mortuary;m O: r\ tS u E r\ i:;mOːɹ?uɛɹiː
3;mosāʹic;;;;n.;58.0;143;mosaic;7;mosaic;m @U z eI i k;moʊz?ik
1;moſq_ue_;;;;n.;60.0;143;mosque;8;mosque;m A s k;mɑsk
1;mŏſs;;;;n.;61.0;143;moss;4;moss;m O: s;mOːs
1;mōte;;;;n.;63.0;143;mote;4;mote;m @U t;moʊt
1;mŏth;;;;n.;64.0;143;moth;4;moth;m O: T;mOːθ
2;mŏʹther;;;;n.;65.0;143;mother;7;mother;m V D 3:r;mʌðɜ:r
3;mŏʹthĕrleſs;;;;a.;66.0;143;motherless;11;motherless;m V D 3:r l i s;mʌðɜ:rlis
3;mōʹtion;;;;n.;67.0;143;motion;7;motion;m @U S @ n;moʊʃən
4;mōʹtionleſs;;;;a.;68.0;143;motionless;11;motionless;m @U S @ n l @ s;moʊʃənləs
2;mŏʹtĭve;;;;n.;69.0;143;motive;7;motive;m @U 4 i v;moʊɾiv
2;mŏʹtto;;;;n.;71.0;143;motto;6;motto;m A 4 @U;mɑɾoʊ
2;moʹv_e_ment;F.;;;n.;3.0;144;movement;11;movement;m u v m @ n t;muvmənt
2;mŏnſiʹeur;F.;;;n.;11.0;144;monsieur;9;monsieur;m @ s j 3:r;məsjɜ:r
1;mo_u_rn;;;;v.;17.0;144;mourn;7;mourn;m O: r\ n;mOːɹn
2;mo_u_ʹrnful;;;;a.;18.0;144;mournful;11;mournful;m O: r\ n f @ l;mOːɹnfəl
2;mо_u_ʹrning;;;;n.;19.0;144;mourning;11;mourning;m O: r\ n i N;mOːɹniŋ
1;mow;;;;n.;22.0;144;mow;3;mow;m @U;moʊ
1;mŭck;;;;n.;26.0;144;muck;4;muck;m V k;mʌk
2;mūʹc_o_us;;;;a.;27.0;144;mucous;9;mucous;m j u k @ s;mjukəs
2;mūʹcus;L.;;;n.;28.0;144;mucus;6;mucus;m j u k @ s;mjukəs
1;mŭd;;;;n.;29.0;144;mud;3;mud;m V d;mʌd
2;mŭʹddy;;;;a.;30.0;144;muddy;6;muddy;m V 4 i:;mʌɾiː
1;mŭff;;;;n.;31.0;144;muff;4;muff;m V f;mʌf
2;mŭʹffĭn;;;;n.;32.0;144;muffin;7;muffin;m V f @ n;mʌfən
2;mŭffle;;nbSyll>1 et pas d'accent tonic;;v.;33.0;144;muffle;6;muffle;m V f @ l;mʌfəl
2;mŭʹffler;;;;n.;34.0;144;muffler;8;muffler;m V f l 3:r;mʌflɜ:r
1;mŭg;;;;n.;36.0;144;mug;3;mug;m V g;mʌg
2;mŭʹggy;;;;a.;37.0;144;muggy;6;muggy;m V g i:;mʌgiː
3;mūlăʹttо;;;;n.;38.0;144;mulatto;8;mulatto;m @ l A 4 @U;məlɑɾoʊ
3;mŭlbĕrry;;nbSyll>1 et pas d'accent tonic;;n.;39.0;144;mulberry;8;mulberry;m V l b E r\ i:;mʌlbɛɹiː
1;mŭlct;L.;;;n.;41.0;144;mulct;5;mulct;m V l k t;mʌlkt
1;mūle;;;;n.;42.0;144;mule;4;mule;m j u l;mjul
1;mŭll;;;;v.;44.0;144;mull;4;mull;m V l;mʌl
2;mŭʹller;L.;;;n.;45.0;144;muller;7;muller;m V l 3:r;mʌlɜ:r
2;mŭllet;;nbSyll>1 et pas d'accent tonic;;n.;46.0;144;mullet;6;mullet;m V l @ t;mʌlət
5;mŭltĭlăʹtĕral;;;;a.;48.0;144;multilateral;13;multilateral;m V l t i l { 4 3:r @ l;mʌltilæɾɜ:rəl
3;mŭʹltĭple;L.;;;a.;50.0;144;multiple;9;multiple;m V l t @ p @ l;mʌltəpəl
6;mŭltĭplĭcāʹtion;;;;n.;52.0;144;multiplication;15;multiplication;m V l t @ p l @ k eI S @ n;mʌltəplək?ʃən
5;mŭltĭplĭʹcĭty;;;;n.;54.0;144;multiplicity;13;multiplicity;m V l t @ p l I s i 4 i:;mʌltəplɪsiɾiː
3;mŭʹltĭply;;;;v.;55.0;144;multiply;9;multiply;m V l t @ p l aI;mʌltəpl?
3;mŭʹltĭtūde;L.;;;n.;56.0;144;multitude;10;multitude;m V l t @ t u d;mʌltətud
1;mŭm;;;;n.;57.0;144;mum;3;mum;m V m;mʌm
2;mŭʹmble;;;;v.;58.0;144;mumble;7;mumble;m V m b @ l;mʌmbəl
2;mŭʹmmy;;;;n.;60.0;144;mummy;6;mummy;m V m i:;mʌmiː
2;mŭʹmp_e_r;;;;n.;61.0;144;mumper;9;mumper;m V m p 3:r;mʌmpɜ:r
1;munch;;;;v.;62.0;144;munch;5;munch;m V n tS;mʌn?
2;mŭʹndāne;L.;;;a.;63.0;144;mundane;8;mundane;m @ n d eI n;mənd?n
4;mūnĭʹcĭpal;L.;;;a.;68.0;144;municipal;10;municipal;m j u n I s @ p @ l;mjunɪsəpəl
4;mūnĭʹtion;;;;n.;72.0;144;munition;9;munition;m j u n I S @ n;mjunɪʃən
2;mūʹral;;;;a.;73.0;144;mural;6;mural;m j U r\ @ l;mjʊɹəl
2;mŭʹrd_e_r;;;;n.;2.0;145;murder;9;murder;m 3:r 4 3:r;mɜ:rɾɜ:r
3;mŭʹrdĕrĕr;;;;n.;3.0;145;murderer;9;murderer;m 3:r 4 3:r 3:r;mɜ:rɾɜ:rɜ:r
3;mŭʹrdĕr_o_us;;;;a.;4.0;145;murderous;12;murderous;m 3:r 4 3:r @ s;mɜ:rɾɜ:rəs
2;mŭrky;;nbSyll>1 et pas d'accent tonic;;a.;6.0;145;murky;5;murky;m 3:r k i:;mɜ:rkiː
2;mŭʹrmŭr;;;;n.;7.0;145;murmur;7;murmur;m 3:r m 3:r;mɜ:rmɜ:r
2;mŭʹrrey;;;;n.;9.0;145;murrey;7;murrey;m 3:r i:;mɜ:riː
2;mŭʹſcle;L.;;;n.;13.0;145;muscle;7;muscle;m V s @ l;mʌsəl
3;mŭʹſcŭlar;;;;a.;14.0;145;muscular;9;muscular;m V s k j @ l 3:r;mʌskjəlɜ:r
1;mūſe;;;;v.;16.0;145;muse;4;muse;m j u z;mjuz
2;mūʹſes;G.;;;n.;17.0;145;muses;6;muses;m j u z @ z;mjuzəz
3;mūʹsĭcal;;;;a.;20.0;145;musical;8;musical;m j u z i k @ l;mjuzikəl
2;mūʹſic;;;;n.;21.0;145;music;6;music;m j u z i k;mjuzik
1;mŭſk;;;;n.;22.0;145;musk;4;musk;m V s k;mʌsk
2;mŭʹſket;F.;;;n.;23.0;145;musket;7;musket;m V s k @ t;mʌskət
2;mŭʹſlin;F.;;;n.;26.0;145;muslin;7;muslin;m V z l @ n;mʌzlən
1;mŭſt;;;;n.;28.0;145;must;4;must;m V s t;mʌst
3;mŭſtaʹches;F.;;;n.;29.0;145;mustaches;10;mustaches;m V s t { S i z;mʌstæʃiz
2;mŭʹſtărd;;;;n.;30.0;145;mustard;8;mustard;m V s t 3:r d;mʌstɜ:rd
2;mŭʹſt_e_r;;;;v.;31.0;145;muster;9;muster;m V s t 3:r;mʌstɜ:r
2;mŭſty;L.;nbSyll>1 et pas d'accent tonic;;n.;32.0;145;musty;5;musty;m V s t i:;mʌstiː
4;mūtāʹtion;L.;;;n.;35.0;145;mutation;9;mutation;m j u t eI S @ n;mjut?ʃən
1;mūte;L.;;;n.;36.0;145;mute;4;mute;m j u t;mjut
3;mūʹtĭlāte;;;;v.;37.0;145;mutilate;9;mutilate;m j u 4 @ l eI t;mjuɾəl?t
5;mūtĭlāʹtion;;;;n.;38.0;145;mutilation;11;mutilation;m j u 4 @ l eI S @ n;mjuɾəl?ʃən
3;mūtĭneeʹr;F.;;;n.;39.0;145;mutineer;9;mutineer;m j u t @ n I r\;mjutənɪɹ
3;mūʹtĭn_o_us;;;;a.;40.0;145;mutinous;11;mutinous;m j u t @ n @ s;mjutənəs
3;mūʹtĭny;F.;;;n.;41.0;145;mutiny;7;mutiny;m j u t @ n i:;mjutəniː
2;mŭʹtt_e_r;L.;;;v.;42.0;145;mutter;9;mutter;m V 4 3:r;mʌɾɜ:r
2;mŭʹtt_o_n;F.;;;n.;43.0;145;mutton;9;mutton;m V t @ n;mʌtən
3;mūʹtūal;;;;a.;44.0;145;mutual;7;mutual;m j u tS @ w @ l;mju?əwəl
2;mŭʹzzle;;;;n.;46.0;145;muzzle;7;muzzle;m V z @ l;mʌzəl
1;myrr_h_;;;;n.;53.0;145;myrrh;7;myrrh;m 3:r;mɜ:r
4;myſtĕʹrĭ_o_us;;;;a.;55.0;145;mysterious;13;mysterious;m i s t I r\ i: @ s;mistɪɹiːəs
5;mythŏlŏʹgĭcal;;;;a.;58.0;145;mythological;13;mythological;m I T @ l A dZ i k @ l;mɪθəlɑ?ikəl
3;mythŏʹlogy;G.;;;n.;60.0;145;mythology;10;mythology;m @ T A l @ dZ i:;məθɑlə?iː
2;nāʹdir;;;;n.;3.0;145;nadir;6;nadir;n eI 4 3:r;n?ɾɜ:r
1;năg;;;;n.;6.0;145;nag;3;nag;n { g;næg
1;nail;;;;n.;9.0;145;nail;4;nail;n eI l;n?l
2;nāʹked;;;;a.;2.0;146;naked;6;naked;n eI k @ d;n?kəd
3;nāʹkĕdneſs;;;;n.;3.0;146;nakedness;10;nakedness;n eI k @ d n @ s;n?kədnəs
1;nāme;;;;n.;5.0;146;name;4;name;n eI m;n?m
2;nām_e_leſs;;nbSyll>1 et pas d'accent tonic;;a.;6.0;146;nameless;10;nameless;n eI m l @ s;n?mləs
2;nāʹm_e_sāke;;;;n.;7.0;146;namesake;11;namesake;n eI m s eI k;n?ms?k
1;nap;;;;n.;8.0;146;nap;3;nap;n { p;næp
2;năʹphthā;G.;;;n.;10.0;146;naphtha;8;naphtha;n { f T @;næfθə
2;năʹpkin;;;;n.;11.0;146;napkin;7;napkin;n { p k i n;næpkin
3;nărcĭʹſſus;;;;n.;13.0;146;narcissus;10;narcissus;n A r\ s I s @ s;nɑɹsɪsəs
3;nărcŏʹtic;;;;a.;14.0;146;narcotic;9;narcotic;n A r\ k A 4 i k;nɑɹkɑɾik
3;nărcŏʹtics;G.;;;n.;15.0;146;narcotics;10;narcotics;n A r\ k A 4 i k s;nɑɹkɑɾiks
4;nărrāʹtion;;;;n.;16.0;146;narration;10;narration;n E r\ eI S @ n;nɛɹ?ʃən
3;năʹrrātive;F.;;;n.;17.0;146;narrative;10;narrative;n { r\ @ 4 i v;næɹəɾiv
2;năʹrro_w_;;;;a.;18.0;146;narrow;9;narrow;n E r\ @U;nɛɹoʊ
2;năʹſty;;;;a.;20.0;146;nasty;6;nasty;n { s t i:;næstiː
2;nāʹtal;;;;a.;21.0;146;natal;6;natal;n eI 4 @ l;n?ɾəl
3;nāʹtion;;;;n.;22.0;146;nation;7;nation;n eI S @ n;n?ʃən
4;nāʹtional;;;;a.;23.0;146;national;9;national;n { S @ n @ l;næʃənəl
2;nāʹtĭve;L.;;;n.;24.0;146;native;7;native;n eI 4 i v;n?ɾiv
4;nātĭʹvĭty;L.;;;n.;25.0;146;nativity;9;nativity;n @ t I v @ 4 i:;nətɪvəɾiː
3;nāʹtūral;;;;a.;26.0;146;natural;8;natural;n { tS 3:r @ l;næ?ɜ:rəl
4;nāʹtūrăliſt;;;;n.;27.0;146;naturalist;11;naturalist;n { tS 3:r @ l @ s t;næ?ɜ:rələst
4;natūrălīze;;nbSyll>1 et pas d'accent tonic;;v.;29.0;146;naturalize;10;naturalize;n { tS 3:r @ l aI z;næ?ɜ:rəl?z
2;nāʹtūre;;;;n.;30.0;146;nature;7;nature;n eI tS 3:r;n??ɜ:r
2;nāʹvăl;L.;;;a.;31.0;146;naval;6;naval;n eI v @ l;n?vəl
1;nāve;;;;n.;32.0;146;nave;4;nave;n eI v;n?v
2;nāʹvĕl;;;;n.;33.0;146;navel;6;navel;n eI v @ l;n?vəl
3;nauʹ_gh_tĭneſs;;;;n.;34.0;146;naughtiness;14;naughtiness;n O: 4 i: n i s;nOːɾiːnis
4;nāʹvĭgable;L.;;;a.;35.0;146;navigable;10;navigable;n { v @ g @ b @ l;nævəgəbəl
3;nāʹvĭgāte;;;;v.;36.0;146;navigate;9;navigate;n { v @ g eI t;nævəg?t
5;nāvĭgāʹtion;;;;n.;37.0;146;navigation;11;navigation;n { v @ g eI S @ n;nævəg?ʃən
4;nāvĭgāʹtor;;;;n.;38.0;146;navigator;10;navigator;n { v @ g eI 4 3:r;nævəg?ɾɜ:r
3;nauʹſe_o_us;;;;a.;41.0;146;nauseous;11;nauseous;n O: S @ s;nOːʃəs
3;nauʹtĭcal;;;;a.;42.0;146;nautical;9;nautical;n O: 4 @ k @ l;nOːɾəkəl
2;nāʹvy;L.;;;n.;43.0;146;navy;5;navy;n eI v i:;n?viː
2;neaʹrneſs;;;;n.;45.0;146;nearness;9;nearness;n I r\ n @ s;nɪɹnəs
1;neat;;;;n.;46.0;146;neat;4;neat;n i: t;niːt
3;nĕʹbŭl_o_us;;;;a.;47.0;146;nebulous;11;nebulous;n E b j @ l @ s;nɛbjələs
4;nĕʹcĕſsăry;L.;;;a.;49.0;146;necessary;10;necessary;n E s @ s E r\ i:;nɛsəsɛɹiː
4;necĕʹſsĭtāte;;;;v.;50.0;146;necessitate;12;necessitate;n @ s E s @ t eI t;nəsɛsət?t
4;necĕʹſsĭty;;;;n.;52.0;146;necessity;10;necessity;n @ s E s @ 4 i:;nəsɛsəɾiː
1;neck;;;;n.;53.0;146;neck;4;neck;n E k;nɛk
4;nĕʹcrŏmăncy;;;;n.;55.0;146;necromancy;11;necromancy;n E k r\ @ m { n s i:;nɛkɹəmænsiː
2;nĕʹctăr;G.;;;n.;57.0;146;nectar;7;nectar;n E k t 3:r;nɛktɜ:r
1;need;;;;n.;60.0;146;need;4;need;n i: d;niːd
2;neeʹdful;;;;a.;61.0;146;needful;8;needful;n i: d f @ l;niːdfəl
2;neeʹdle;;;;n.;62.0;146;needle;7;needle;n i: 4 @ l;niːɾəl
2;neeʹdleſs;;;;a.;63.0;146;needless;9;needless;n i: d l @ s;niːdləs
4;nĕfaʹrĭ_o_us;L.;;;a.;65.0;146;nefarious;12;nefarious;n @ f E r\ i: @ s;nəfɛɹiːəs
4;negāʹtion;L.;;;n.;66.0;146;negation;9;negation;n @ g eI S @ n;nəg?ʃən
3;nĕʹgătive;;;;n.;67.0;146;negative;9;negative;n E g @ 4 i v;nɛgəɾiv
2;neglĕʹct;;;;n.;68.0;146;neglect;8;neglect;n @ g l E k t;nəglɛkt
3;nĕʹglĭgĕnce;L.;;;n.;69.0;146;negligence;11;negligence;n E g l @ dZ @ n s;nɛglə?əns
3;nĕʹglĭgent;;;;a.;70.0;146;negligent;10;negligent;n E g l @ dZ @ n t;nɛglə?ənt
4;nĕgōʹtiate;;;;v.;71.0;146;negotiate;10;negotiate;n @ g @U S i: eI t;nəgoʊʃiː?t
6;nĕgōtiāʹtion;;;;n.;72.0;146;negotiation;12;negotiation;n i g @U S i: eI S @ n;nigoʊʃiː?ʃən
5;nĕgōtiāʹtor;;;;n.;73.0;146;negotiator;11;negotiator;n @ g @U S i: eI 4 3:r;nəgoʊʃiː?ɾɜ:r
2;neʹgroes;;;;n.;2.0;147;negroes;8;negroes;n i: g r\ @U z;niːgɹoʊz
1;neice;F.;;;n.;3.0;147;neice;5;neice;n i: s;niːs
2;neiʹ_gh_bo_u_r;;;;n.;5.0;147;neighbour;14;neighbour;n eI b 3:r;n?bɜ:r
3;neiʹ_gh_bo_u_rhood;;;;n.;6.0;147;neighbourhood;18;neighbourhood;n eI b 3:r h U d;n?bɜ:rhʊd
3;neiʹ_gh_bo_u_rly;;;;a.;7.0;147;neighbourly;16;neighbourly;n eI b 3:r l i:;n?bɜ:rliː
2;neiʹther;;;;p.;8.0;147;neither;8;neither;n i: D 3:r;niːðɜ:r
3;nemėʹȧn;;;;n.;9.0;147;nemean;7;nemean;n i: m i: @ n;niːmiːən
3;nĕʹmĕſis;G.;;;n.;10.0;147;nemesis;8;nemesis;n E m @ s i s;nɛməsis
